date,temperature(℃),rainfall(mm),daylight hours(h),wind speed(m/s),vapor pressure(hPa),地名
2019/7/9,23.9,20,28,2.4,24,滋賀
2019/7/16,23.3,72.5,9.2,2.2,23.7,滋賀
2019/7/23,25.7,90.5,16.4,1.7,28.8,滋賀
2019/7/30,27.9,61,57.4,2.4,29.5,滋賀
2019/8/6,30.4,0,75.3,2.3,30.4,滋賀
2019/8/13,30.8,0,76,2.5,28.8,滋賀
2019/8/20,28.6,89,34.4,3.8,29.7,滋賀
2019/8/27,25.8,71.5,38,2.3,26.6,滋賀
2019/9/3,25.7,38.5,21.2,2.3,27.1,滋賀
2019/9/10,28.2,19,54.7,2.2,28.6,滋賀
2019/9/17,25.8,10.5,55.5,3.7,23.7,滋賀
2019/9/24,22.9,23.5,28.6,3.9,20.5,滋賀
2019/10/1,24.5,0,45.2,2.1,22.8,滋賀
2019/10/8,22.5,11.5,34.5,3.7,20,滋賀
2019/10/15,19.6,103,35.2,4.8,17.4,滋賀
2019/10/22,18.3,69,23.9,2.7,17,滋賀
2019/10/29,17.4,77.5,25.2,2.2,16.4,滋賀
2019/11/5,15,0,52.1,3,12.4,滋賀
2019/11/12,13.5,3.5,56.8,3.3,10.7,滋賀
2019/11/19,12.5,30,37.1,3.3,10.8,滋賀
2019/11/26,11.5,0.5,31.1,2.6,10.6,滋賀
2019/12/3,9.3,13.5,26.6,4.1,8.3,滋賀
2019/12/10,7,4,21.6,2.9,7.8,滋賀
2019/12/17,7.7,14,33.3,2.9,8.4,滋賀
2019/12/24,8.4,10,18.5,2.6,8.6,滋賀
2019/12/31,7,31.5,22.8,3.3,8.2,滋賀
2020/1/1,6.9,31.5,17.1,3.6,8.1,滋賀
2020/1/8,7.1,35,16.4,3.7,7.6,滋賀
2020/1/15,6.6,4,26.8,3,7.5,滋賀
2020/1/22,6.1,4,20.6,3.2,6.6,滋賀
2020/1/29,8.6,28,12.6,2.7,8.7,滋賀
2020/2/5,5.4,24,30.5,3.8,6.5,滋賀
2020/2/12,3.4,9.5,31.7,4,5.7,滋賀
2020/2/19,7.4,66.5,10.7,2.6,8.9,滋賀
2020/2/26,6.9,18.5,33.4,2.9,7.8,滋賀
2020/3/4,7.5,14.5,32.7,3.5,7.7,滋賀
2020/3/11,8.5,47,29.8,3.8,8.8,滋賀
2020/3/18,7.8,15.5,52.7,3.1,7.1,滋賀
2020/3/25,10.1,1.5,64.5,3.8,7.9,滋賀
2020/4/1,10.8,60,13.6,2.4,10.6,滋賀
2020/4/8,10,5.5,59.2,3.9,7.8,滋賀
2020/4/15,9.9,73,52.9,4.3,8.4,滋賀
2020/4/22,12.3,61,27.7,3.1,11.4,滋賀
2020/4/29,11.8,7,64.1,2.7,9,滋賀
2020/5/6,17.9,5,50.1,2.3,14.3,滋賀
2020/5/13,17.3,13.5,48.8,3.1,13.8,滋賀
2020/5/20,17.3,100,26.3,2.2,15.5,滋賀
2020/5/27,19.7,13,34.5,2.3,17.5,滋賀
2020/6/3,21,3.5,60,2.2,17,滋賀
2020/6/10,23.3,0,64.3,2.9,19.5,滋賀
2020/6/17,23.6,133.5,31.3,2.3,24.3,滋賀
2020/6/24,22.3,71,38.8,3,20.5,滋賀
2020/7/1,24.9,68,26.8,2.5,24.6,滋賀
2020/7/8,23.7,174.5,7.2,2.4,25.4,滋賀
2020/7/15,23.4,99,3.6,2.6,25.3,滋賀
2020/7/22,25.7,48,48.3,2.2,26.5,滋賀
2020/7/29,24.8,74.5,1.5,1.6,28,滋賀
2020/8/5,27.8,1.5,56.1,2,28.3,滋賀
2020/8/12,29.6,13,43.3,2.3,29.3,滋賀
2020/8/19,29.5,5.5,73.3,2.7,30.4,滋賀
2020/8/26,29.5,28,75.3,2.3,29,滋賀
2020/9/2,29.1,10,48.2,2.3,30.2,滋賀
2020/9/9,28,26.5,35.1,3,27.9,滋賀
2020/9/16,24.6,27,29.6,2.5,24.8,滋賀
2020/9/23,23.6,22.5,34,3,21.1,滋賀
2020/9/30,21.7,71.5,33.3,3,20.6,滋賀
2020/10/7,20.3,4.5,32.8,2.7,17.8,滋賀
2020/10/14,19.4,101.5,35.1,3,18.7,滋賀
2020/10/21,15.5,24,39.4,2.6,13.1,滋賀
2020/10/28,15.3,66,33.6,3.1,12.7,滋賀
2020/11/4,13.9,17.5,42.9,3.7,10.6,滋賀
2020/11/11,12.4,14,28.2,3,11,滋賀
2020/11/18,13.2,0,57.1,2,12.1,滋賀
2020/11/25,13.8,4.5,35.4,3.2,12.1,滋賀
2020/12/2,10.3,0.5,37.8,3,9.6,滋賀
2020/12/9,8.9,5,38.4,2.8,8.6,滋賀
2020/12/16,6.9,26,23.7,4.1,8.1,滋賀
2020/12/23,4,45,27,3,6.7,滋賀
2020/12/30,6,35,21.7,3.1,7.9,滋賀
2021/1/1,4.8,64,20.6,3.3,7.2,滋賀
2021/1/8,3.1,1.5,31.1,4,5.2,滋賀
2021/1/15,2.5,2.5,34.3,2.5,5.6,滋賀
2021/1/22,4,9,26.6,3.5,6.3,滋賀
2021/1/29,6.9,61,23.3,3.4,8.4,滋賀
2021/2/5,4.5,33,24.7,3.5,6.6,滋賀
2021/2/12,5.8,11.5,41.2,2.9,7.2,滋賀
2021/2/19,6.6,46.5,31.1,4.3,7.5,滋賀
2021/2/26,7.5,2,41.7,3.4,6.9,滋賀
2021/3/5,8.3,33,36.5,4.5,7.9,滋賀
2021/3/12,7.9,9,32.4,3,8.2,滋賀
2021/3/19,9,27,50.7,3.4,8.2,滋賀
2021/3/26,10.4,59.5,45.8,2.9,9.9,滋賀
2021/4/2,13.5,19.5,50.7,2.6,11.6,滋賀
2021/4/9,12.2,26.5,43.4,3.6,10,滋賀
2021/4/16,12.6,8.5,49.7,3.5,9.9,滋賀
2021/4/23,13.4,50.5,60.4,2.8,10.4,滋賀
2021/4/30,14.2,73.5,46.7,3.2,12.1,滋賀
2021/5/7,15.1,25.5,38.8,2.5,12.8,滋賀
2021/5/14,17.4,4,37.7,2.5,14.5,滋賀
2021/5/21,19.4,129.5,6.3,2.3,20,滋賀
2021/5/28,18.3,37,29.8,2.3,15.6,滋賀
2021/6/4,20.4,38,57.1,3,16.8,滋賀
2021/6/11,22.4,0,61.3,2.3,18,滋賀
2021/6/18,23,44.5,32,2,21.8,滋賀
2021/6/25,22.1,34.5,43.1,2.5,20.8,滋賀
2021/7/2,23.8,59,19,1.9,24,滋賀
2021/7/9,25.5,130,3.2,2,29,滋賀
2021/7/16,26.3,13.5,33.9,2.2,27.1,滋賀
2021/7/23,28.9,0,78.1,2.4,26.2,滋賀
2021/7/30,28.6,15,50.3,3.1,26.9,滋賀
2021/8/6,29.4,3,66.3,2.3,28.7,滋賀
2021/8/13,27.1,68.5,28.6,3.2,27.8,滋賀
2021/8/20,24.1,225,9.4,2.1,26.8,滋賀
2021/8/27,27,3.5,26.7,1.9,28.7,滋賀
2021/9/3,26.2,34.5,36.8,2.5,26.1,滋賀
2021/9/10,23.8,71,41.4,2.5,23.2,滋賀
2021/9/17,23.3,4.5,20.6,2,22.6,滋賀
2021/9/24,24.1,16,42.7,3,23.2,滋賀
2021/10/1,22.8,17,31.9,2.6,20.7,滋賀
2021/10/8,23.1,0,60.9,2.3,20.8,滋賀
2021/10/15,22.6,0,40.3,2.4,20.9,滋賀
2021/10/22,15.7,10.5,38,4.1,12.4,滋賀
2021/10/29,14.7,19.5,48.7,3.8,11.9,滋賀
2021/11/5,15.3,0,54.5,2.7,12.8,滋賀
2021/11/12,14,22.5,38.3,3.1,11.1,滋賀
2021/11/19,11.8,0,55.6,2,10.2,滋賀
2021/11/26,11.4,31,25.3,3.5,9.8,滋賀
2021/12/3,8.1,37,36.7,3.8,8,滋賀
2021/12/10,9.5,45,25.2,3.5,9.6,滋賀
2021/12/17,7.8,42,25.1,2.8,8.9,滋賀
2021/12/24,5.4,30.5,30.7,2.7,6.9,滋賀
2021/12/31,2.4,118,9.3,4.8,6.4,滋賀
2022/1/1,1.8,120,9.1,4.9,6.1,滋賀
2022/1/8,3.3,18,31,3.4,5.9,滋賀
2022/1/15,3.5,25.5,21.3,4.2,6.1,滋賀
2022/1/22,2.5,24.5,14.3,4.1,5.9,滋賀
2022/1/29,4.3,15,24.8,3,6.2,滋賀
2022/2/5,3.5,11.5,26.7,4.1,6,滋賀
2022/2/12,3.4,20,41,3,6,滋賀
2022/2/19,3,35.5,16.7,3.1,6,滋賀
2022/2/26,2.6,19.5,33.5,4.5,5.9,滋賀
2022/3/5,6.1,10,30.7,2.6,7.1,滋賀
2022/3/12,6.4,3,52.4,3.2,6.6,滋賀
2022/3/19,10.7,41.5,29.9,2.7,10.2,滋賀
2022/3/26,9,24,38.4,3,8.5,滋賀
2022/4/2,10.1,1,45.2,4,8.7,滋賀
2022/4/9,12.5,2,66.9,2.6,9.5,滋賀
2022/4/16,16.1,15.5,46.4,2.9,13.7,滋賀
2022/4/23,14.9,9.5,43.8,2,12.4,滋賀
2022/4/30,16.6,63.5,30.7,3,15.5,滋賀
2022/5/7,15.7,20,68.3,2.5,11.5,滋賀
2022/5/14,16.8,41,30.7,2.6,14.5,滋賀
2022/5/21,17,1.5,28.1,1.6,13.1,滋賀
2022/5/28,20.6,28.5,71,2.5,16.9,滋賀
2022/6/4,20.8,5.5,71.6,2.7,15.9,滋賀
2022/6/11,20.3,32.5,38.2,2.7,18.4,滋賀
2022/6/18,21.7,8,31.1,2.5,19.6,滋賀
2022/6/25,26,15.5,29.2,2.2,25.8,滋賀
2022/7/2,29,0,83.9,2.5,25.8,滋賀
2022/7/9,25.9,167.5,27.6,2,28.4,滋賀
2022/7/16,25.9,51,18.8,1.9,27.9,滋賀
2022/7/23,26.1,126.5,27.6,2.7,27.2,滋賀
2022/7/30,28.9,0,67.4,2.1,28.7,滋賀
2022/8/6,29.3,28,59,2.4,29.5,滋賀
2022/8/13,29.8,0,48.3,2.3,29.7,滋賀
2022/8/20,27.4,104,29.8,2.4,28.9,滋賀
2022/8/27,27.7,3.5,25.7,2.5,29.2,滋賀
2022/9/3,26.6,38.5,39.5,2.4,27,滋賀
2022/9/10,26.4,33,28.7,3.1,27.1,滋賀
2022/9/17,27.2,0,56.3,2.2,25.8,滋賀
2022/9/24,23.2,88.5,14.4,4.7,22.9,滋賀
2022/10/1,22.2,9,52.4,2,20.2,滋賀
2022/10/8,20.2,55,25.6,3,17.5,滋賀
2022/10/15,17.7,47,31.8,2.3,16.3,滋賀
2022/10/22,17.1,17.5,47.6,2.4,14.8,滋賀
2022/10/29,15,0,60,3.5,11.7,滋賀
2022/11/5,14.1,17.5,37.9,2.2,12.8,滋賀
2022/11/12,12.8,0,62.3,2,11.3,滋賀
2022/11/19,12.2,11,39.1,2.8,11.2,滋賀
2022/11/26,13.8,45,28.1,2.5,12.6,滋賀
2022/12/3,11.2,18,27.7,4,11,滋賀
2022/12/10,8.8,1.5,28.7,2.9,8.1,滋賀
2022/12/17,7,14,19,3.8,7.3,滋賀
2022/12/24,3.6,33,30.1,4.8,5.5,滋賀
2022/12/31,4.8,22,16.8,3.5,7,滋賀
2013/1/1,4,33,31.4,1.6,6.3,奈良
2013/1/8,2.8,0,34.5,1.5,5.1,奈良
2013/1/15,3.2,30.5,18.8,1.5,5.6,奈良
2013/1/22,3.9,15,22.4,1.6,5.7,奈良
2013/1/29,3.4,1,36.3,2.1,4.9,奈良
2013/2/5,6.6,9,29.9,1.4,7.3,奈良
2013/2/12,2.9,20.5,27.5,1.7,5.3,奈良
2013/2/19,2.7,57,20.2,1.3,5.9,奈良
2013/2/26,2.6,5,32.6,1.8,5,奈良
2013/3/5,5.5,38,36.7,1.6,6.3,奈良
2013/3/12,9.6,4,55.8,1.7,6.6,奈良
2013/3/19,10.6,63.5,52.1,1.9,8.6,奈良
2013/3/26,8.8,12.5,36.9,1.7,7.3,奈良
2013/4/2,11.2,11,21.5,1.6,9.3,奈良
2013/4/9,13,40,40.4,2,10,奈良
2013/4/16,11.8,0,58.9,2,7.6,奈良
2013/4/23,11.9,26,49.9,1.5,8.7,奈良
2013/4/30,14.1,35.5,44.8,1.3,10.8,奈良
2013/5/7,13.1,0,63.9,1.4,8.9,奈良
2013/5/14,17.8,28,58.2,1,12.6,奈良
2013/5/21,19.5,11,55.4,1.3,15,奈良
2013/5/28,21.2,1,57.2,1.7,14.1,奈良
2013/6/4,21.8,1,32.8,1.3,17.1,奈良
2013/6/11,22.3,0,38.5,1.5,16.8,奈良
2013/6/18,26.1,13,46.4,1.3,22.5,奈良
2013/6/25,21.8,158,7.5,1.2,22.1,奈良
2013/7/2,23.1,90,31.1,1.4,21,奈良
2013/7/9,27.4,21,44.2,1.6,26.9,奈良
2013/7/16,27.2,33,43.2,1.3,26.6,奈良
2013/7/23,27,0,52.4,1.2,24,奈良
2013/7/30,27.7,16,33.8,1.4,27,奈良
2013/8/6,26.9,103,38,1,28,奈良
2013/8/13,29.1,3.5,68.8,1.1,28.2,奈良
2013/8/20,29,3,67.2,1.1,26.4,奈良
2013/8/27,26.7,86.5,27.4,1.4,27,奈良
2013/9/3,25.6,24,26.9,1.3,26.3,奈良
2013/9/10,23.1,30.5,32.4,1.2,23,奈良
2013/9/17,24.5,195.5,45.9,1.4,23.5,奈良
2013/9/24,23.2,0,73.5,1.3,19.1,奈良
2013/10/1,21.7,0,57.9,1.4,16.8,奈良
2013/10/8,22.5,0.5,27.7,1.5,20.4,奈良
2013/10/15,21.6,73.5,47.6,1.4,19.1,奈良
2013/10/22,15.9,77,15.6,1.2,15.3,奈良
2013/10/29,15.9,53.5,17,1.4,15.3,奈良
2013/11/5,14.3,22,37.4,0.9,13.3,奈良
2013/11/12,12.5,11,20.8,1,12.1,奈良
2013/11/19,9.4,21,33.5,1.2,9.5,奈良
2013/11/26,9.1,16.5,35.3,1.5,8.3,奈良
2013/12/3,7.2,3,45.6,1.6,7,奈良
2013/12/10,7.7,11,27,1.3,7.8,奈良
2013/12/17,5.3,4,20,1.7,5.5,奈良
2013/12/24,5.4,13.5,15.5,1.6,6.9,奈良
2013/12/31,4.3,12.5,32.6,1.6,6,奈良
2014/1/1,4.8,12.5,26.7,1.8,6.1,奈良
2014/1/8,3.8,35,27.6,1.2,6,奈良
2014/1/15,2.5,2,35,1.5,5.3,奈良
2014/1/22,2.6,3,20.6,1.5,5.4,奈良
2014/1/29,4.7,8.5,40.1,1.4,6.2,奈良
2014/2/5,6.7,14.5,26,1.3,8.2,奈良
2014/2/12,1.8,10.5,20.7,1.7,5,奈良
2014/2/19,2.6,30,16.2,1.5,5.5,奈良
2014/2/26,3.7,0,46.3,1.3,5.2,奈良
2014/3/5,7.9,26,20.8,1.6,8.7,奈良
2014/3/12,4.1,0,46.1,1.7,5.1,奈良
2014/3/19,8.6,29,39,1.5,8.1,奈良
2014/3/26,9.6,54.5,32.7,1.5,8.4,奈良
2014/4/2,13,47,46,1.7,9.9,奈良
2014/4/9,10.7,17.5,47.6,1.8,8.1,奈良
2014/4/16,12.2,0,54.4,1.4,6.7,奈良
2014/4/23,13.8,6,30.3,1.5,10.5,奈良
2014/4/30,16,35.5,47.3,1.4,11.7,奈良
2014/5/7,16.3,3,60.2,1.3,11.6,奈良
2014/5/14,17.8,17.5,53.9,1.4,12.3,奈良
2014/5/21,18.2,39.5,50.7,1.5,13.3,奈良
2014/5/28,19.2,16.5,42.7,1.2,15.1,奈良
2014/6/4,23.6,2,61,1.2,17.8,奈良
2014/6/11,22.5,9.5,24.7,1.6,20.5,奈良
2014/6/18,21.5,13.5,29.1,1.1,18.6,奈良
2014/6/25,22.8,16.5,46,1.2,20.2,奈良
2014/7/2,23.6,36,29.8,1.2,22,奈良
2014/7/9,24.2,73,13,1.1,25.2,奈良
2014/7/16,26.5,28,36.8,1.4,26.5,奈良
2014/7/23,27.1,33,45.9,1.2,26.1,奈良
2014/7/30,28.1,0,57.9,1.4,26.1,奈良
2014/8/6,27.7,9,28,1.2,28.1,奈良
2014/8/13,25.8,241.5,21.2,1.9,27,奈良
2014/8/20,28,13,44.5,1.1,29.7,奈良
2014/8/27,26.3,78.5,22.1,1.2,27.3,奈良
2014/9/3,23.6,19,22.8,1.2,23.2,奈良
2014/9/10,24,20.5,37.8,1.2,23.5,奈良
2014/9/17,21.5,29.5,54.8,1.1,17.7,奈良
2014/9/24,19.8,4.5,31.1,1,16.3,奈良
2014/10/1,21.5,28,50.5,1.2,18.2,奈良
2014/10/8,19.9,40.5,26.4,1.4,17.9,奈良
2014/10/15,18.9,58,21.2,1.9,16.7,奈良
2014/10/22,16.3,7.5,39.3,1.1,14.6,奈良
2014/10/29,14.5,17,51.3,1,12.5,奈良
2014/11/5,15.1,16,20.5,1.3,14,奈良
2014/11/12,13.7,9,31.3,1,12.7,奈良
2014/11/19,9.1,0,38.8,1.3,7.7,奈良
2014/11/26,10.4,36.5,38.5,0.8,10.2,奈良
2014/12/3,10.5,17,28.6,1.5,10.1,奈良
2014/12/10,5.1,16.5,30.7,1.3,6.4,奈良
2014/12/17,4.6,19.5,12.2,2,6,奈良
2014/12/24,4.1,20,26.6,1.8,5.8,奈良
2014/12/31,5,12.5,24.9,1.6,6.6,奈良
2015/1/1,4.4,14.5,28.8,1.8,6.2,奈良
2015/1/8,4.1,12,22.9,1.7,6.1,奈良
2015/1/15,4.4,29,16.3,1.6,6,奈良
2015/1/22,5,14,17.5,1.6,6.5,奈良
2015/1/29,5,29.5,25.5,1.5,6.9,奈良
2015/2/5,3.6,8.5,15.9,1.4,5.9,奈良
2015/2/12,4,7.5,34.5,2,5.4,奈良
2015/2/19,4.4,7.5,27.1,1.6,6,奈良
2015/2/26,7.8,26.5,22.1,1.4,8.2,奈良
2015/3/5,5.9,46.5,20.4,1.8,6.8,奈良
2015/3/12,5.9,42,16.9,2,6.8,奈良
2015/3/19,10.1,82,25.9,1.4,10.2,奈良
2015/3/26,8.4,1.5,53.5,1.5,7,奈良
2015/4/2,12.8,16,51.9,1.4,10.4,奈良
2015/4/9,12.7,39.5,7.7,1.8,13.1,奈良
2015/4/16,12.6,38,19.1,1.9,11.2,奈良
2015/4/23,14.9,26,39.2,1.3,11.6,奈良
2015/4/30,18.1,0,64.7,1.4,11.4,奈良
2015/5/7,19.5,5,48.8,1.2,14.3,奈良
2015/5/14,18.3,35,51.5,1.5,13.4,奈良
2015/5/21,19.6,59,51.8,1.3,16.5,奈良
2015/5/28,21.6,0,59.5,1.3,14.6,奈良
2015/6/4,22.3,32,45.3,1.4,17.8,奈良
2015/6/11,19,68,21.8,1.3,18.1,奈良
2015/6/18,22.8,23,27.8,1.2,21.3,奈良
2015/6/25,22.7,17.5,32.6,1.2,21.5,奈良
2015/7/2,22,103.5,16.3,1.5,21.4,奈良
2015/7/9,22.4,64.5,5.4,1,24.7,奈良
2015/7/16,27.1,68.5,46.8,1.9,27.9,奈良
2015/7/23,25.9,79.5,24.1,1.4,27.3,奈良
2015/7/30,27.8,1.5,49.3,1.3,28.2,奈良
2015/8/6,29.9,0,69.8,1.1,29.3,奈良
2015/8/13,28.2,45.5,51.7,1.1,27.6,奈良
2015/8/20,25.9,77.5,27.6,1,26.9,奈良
2015/8/27,25.8,7,35.4,1.3,25.3,奈良
2015/9/3,24.3,74.5,13.5,1,26.9,奈良
2015/9/10,22.2,69.5,16.7,1,24,奈良
2015/9/17,21.1,20.5,39.2,1.1,19.2,奈良
2015/9/24,21.1,5,47.2,1.2,18.9,奈良
2015/10/1,20.6,8,37.3,1.1,18.5,奈良
2015/10/8,17.4,35,52,1.2,14.1,奈良
2015/10/15,16.6,8,32.6,1.1,13.8,奈良
2015/10/22,17.3,0,60.9,1.1,14.6,奈良
2015/10/29,15.3,4.5,56.6,1.1,12,奈良
2015/11/5,13.1,9.5,41,1.1,11.4,奈良
2015/11/12,15.5,27,21.6,1,14.9,奈良
2015/11/19,15.4,56.5,10.8,1.2,15.6,奈良
2015/11/26,11.9,23,13.2,0.9,12.2,奈良
2015/12/3,8.6,13,38,1.3,8.2,奈良
2015/12/10,8.5,4,37.4,1.6,7.9,奈良
2015/12/17,10.7,19.5,18.3,1.4,10.4,奈良
2015/12/24,6.7,17.5,18.5,1.2,8.4,奈良
2015/12/31,5.3,2,33.3,1.4,6.8,奈良
2016/1/1,4.9,0.5,37.5,1.4,6.4,奈良
2016/1/8,7.5,0,26.3,1.2,8,奈良
2016/1/15,4.6,1,38.8,1.5,5.7,奈良
2016/1/22,3.6,10,20.3,2,5.7,奈良
2016/1/29,3.4,53,31.2,1.7,5.6,奈良
2016/2/5,4.7,7,33.4,1.3,6.2,奈良
2016/2/12,4.6,0.5,42,1.6,5.5,奈良
2016/2/19,7.3,63.5,33,1.9,7.8,奈良
2016/2/26,5.2,16,28.2,1.6,6.1,奈良
2016/3/4,6.1,8.5,48.5,1.5,6.4,奈良
2016/3/11,11,41,20.1,1.5,10.1,奈良
2016/3/18,7.5,31,39.3,1.3,7.1,奈良
2016/3/25,9.1,10,48.5,1.7,7,奈良
2016/4/1,10.6,4.5,43.3,1.4,8.3,奈良
2016/4/8,15,73.5,19.3,1.4,12.6,奈良
2016/4/15,14,11.5,44.6,1.5,10.6,奈良
2016/4/22,15.5,34.5,46.4,1.5,11.9,奈良
2016/4/29,16.4,18.5,32,1.4,13.6,奈良
2016/5/6,18,10,55.3,1.7,11.4,奈良
2016/5/13,17.8,49.5,37.6,1.2,15.6,奈良
2016/5/20,19.6,34,64,1.4,14.7,奈良
2016/5/27,22.2,15,55.9,1.2,17.1,奈良
2016/6/3,19.9,11,48.7,1.3,16,奈良
2016/6/10,21,31,35,1.4,19,奈良
2016/6/17,22.9,44,22.5,1.3,22.6,奈良
2016/6/24,23.1,86,26.6,1,23.5,奈良
2016/7/1,23,81,21.9,1.3,23.4,奈良
2016/7/8,28,5.5,54.5,1.3,27.2,奈良
2016/7/15,25.9,69,16.4,1,28.6,奈良
2016/7/22,26.3,0.5,57.4,1.1,24.7,奈良
2016/7/29,26.2,24,32.9,1.1,26.4,奈良
2016/8/5,28.2,0,60.1,1,27,奈良
2016/8/12,28.3,0,67.2,1.1,24.8,奈良
2016/8/19,28.2,30.5,43.8,1.1,29.1,奈良
2016/8/26,28.6,8.5,49.9,1.4,27.9,奈良
2016/9/2,24.9,104.5,43.6,1.5,22.1,奈良
2016/9/9,26,54,35.1,1.2,27.2,奈良
2016/9/16,24.1,36.5,22.9,0.9,25,奈良
2016/9/23,22.7,120,6,1.2,25.2,奈良
2016/9/30,23.3,46,21.1,1.1,25.1,奈良
2016/10/7,22.7,10,23.1,1,23.7,奈良
2016/10/14,17.8,17,31.4,1.1,15.9,奈良
2016/10/21,19.4,7,42.1,1.3,17.5,奈良
2016/10/28,15.9,17,22.7,0.9,15.1,奈良
2016/11/4,12.2,13.5,46.8,1.1,10.7,奈良
2016/11/11,10.4,12,32.8,1,10.4,奈良
2016/11/18,12.2,13,41.5,1,11.7,奈良
2016/11/25,12.2,14,10.9,1.1,13,奈良
2016/12/2,9.7,34.5,27.5,1,9.8,奈良
2016/12/9,9,18.5,42.2,1.3,9.2,奈良
2016/12/16,5.2,34.5,24.8,1.2,7.3,奈良
2016/12/23,8.4,30,29.5,1.4,9,奈良
2016/12/30,5.6,27.5,23.5,1.2,7.3,奈良
2017/1/1,5.2,27.5,24.6,1.3,7.2,奈良
2017/1/8,5.4,21,30.3,1.4,6.9,奈良
2017/1/15,4.9,0.5,23.9,2.2,5.9,奈良
2017/1/22,3.1,4,25.1,1.4,5.7,奈良
2017/1/29,3.1,13,33.5,1.3,5.5,奈良
2017/2/5,4.7,17,19.6,1.4,6.6,奈良
2017/2/12,2.9,10,12.4,1.7,5.3,奈良
2017/2/19,4.7,5.5,29.1,1.4,6.3,奈良
2017/2/26,5.5,30.5,29.8,1.6,6.4,奈良
2017/3/5,6.2,5.5,47.3,1.5,6.4,奈良
2017/3/12,6,1.5,28.5,2,5.8,奈良
2017/3/19,7.7,0,32.4,2.5,6.1,奈良
2017/3/26,8.4,33,34.2,2.3,6.7,奈良
2017/4/2,8.7,21,42.8,2,7.2,奈良
2017/4/9,14.6,18.5,30.6,1.9,12.1,奈良
2017/4/16,14.2,9,39.5,2.6,9.9,奈良
2017/4/23,15.1,40,40.2,2.3,10.5,奈良
2017/4/30,15.8,15.5,55.5,2,9.8,奈良
2017/5/7,18.8,0.5,55.8,2.4,12.4,奈良
2017/5/14,19.8,47.5,36.9,2.3,14.2,奈良
2017/5/21,19.9,0,65.1,1.7,11.6,奈良
2017/5/28,20.9,29.5,47.5,1.9,15.9,奈良
2017/6/4,21.2,17,63.8,2.3,14.9,奈良
2017/6/11,20.4,27,47.3,1.9,14.8,奈良
2017/6/18,20.9,0,70.9,2.3,13.2,奈良
2017/6/25,23.5,54.5,38.9,1.9,19.7,奈良
2017/7/2,25.1,16,19.6,1.7,24.6,奈良
2017/7/9,26.7,38.5,33.9,2,26.3,奈良
2017/7/16,28.2,1,48.2,1.8,27.3,奈良
2017/7/23,28.6,12.5,41.2,2.4,26.8,奈良
2017/7/30,28.7,5,25.2,1.9,28.9,奈良
2017/8/6,28.9,6,43.6,2.4,28.1,奈良
2017/8/13,28.1,68,40.4,3.1,27,奈良
2017/8/20,27.4,25,31.9,1.6,27.3,奈良
2017/8/27,28.6,27,49.3,2.2,26.6,奈良
2017/9/3,25.7,0,59.8,2.3,21.3,奈良
2017/9/10,24.3,39.5,27.5,1.7,22.5,奈良
2017/9/17,23,80.5,19.1,2.5,21.1,奈良
2017/9/24,22,8.5,23.2,1.9,19.4,奈良
2017/10/1,21.4,16.5,50.6,1.7,17.7,奈良
2017/10/8,19.6,40,19.9,2.1,18,奈良
2017/10/15,20.2,27,21.7,1.6,19.5,奈良
2017/10/22,15.4,295.5,2.6,2.4,16.3,奈良
2017/10/29,15.2,80.5,20.9,2.6,14,奈良
2017/11/5,12.9,0,53.6,1.9,10.3,奈良
2017/11/12,13.2,11.5,42.7,1.8,11.5,奈良
2017/11/19,9.5,29.5,30.3,1.8,8.8,奈良
2017/11/26,7.6,10.5,32.7,1.9,7.5,奈良
2017/12/3,9.8,0.5,37.2,1.5,9.2,奈良
2017/12/10,5.4,2,32,1.9,6.4,奈良
2017/12/17,4.6,0,33.6,2.6,5.4,奈良
2017/12/24,4.8,25.5,46.8,1.8,6,奈良
2017/12/31,5.4,3,17.7,2.8,6.1,奈良
2018/1/1,5.1,0,22.6,2.7,5.7,奈良
2018/1/8,3.8,20,20.2,2,6.2,奈良
2018/1/15,2.7,8.5,34.4,2.5,5.1,奈良
2018/1/22,6.4,31,31.2,1.6,7.8,奈良
2018/1/29,1.2,0.5,33.2,3.1,4.2,奈良
2018/2/5,2,2.5,27.5,2.3,4.9,奈良
2018/2/12,2,19.5,40.9,2.6,4.4,奈良
2018/2/19,4.4,0,38.1,2.4,5,奈良
2018/2/26,5.8,2,45.1,1.7,5.6,奈良
2018/3/5,9.9,40,46.8,2.4,7.9,奈良
2018/3/12,7.2,21.5,42.9,2.8,6.8,奈良
2018/3/19,11.4,27,47.7,1.8,9,奈良
2018/3/26,9.6,42,43,2.5,7.8,奈良
2018/4/2,14.6,0,71.9,1.8,9.1,奈良
2018/4/9,13.5,18.5,36.5,2.7,10.4,奈良
2018/4/16,14.8,75,44.8,2.3,10.2,奈良
2018/4/23,17.3,18.5,61.6,1.6,11.9,奈良
2018/4/30,17.4,50.5,41.5,1.8,12.8,奈良
2018/5/7,18.2,75,45.3,2.3,13.1,奈良
2018/5/14,16.6,95,45.4,2.3,13,奈良
2018/5/21,20.7,7.5,50.2,2.2,15.3,奈良
2018/5/28,21.4,8.5,49.3,2,14.1,奈良
2018/6/4,21,30.5,46.4,1.9,16.5,奈良
2018/6/11,21.9,77,19.8,2.1,21.4,奈良
2018/6/18,20.7,14,41.5,2.6,17.5,奈良
